id,rain_tomorrow
22232,0.07542111475198622
6711,0.10663193191364398
42250,0.028917571072157196
30920,0.7471686059350356
13117,0.2761141663293767
33582,0.09872583186992318
9597,0.04211145164270728
15629,0.08957581070247864
2564,0.04877322481139119
45097,0.04146967589744469
5416,0.031341378411280665
26009,0.78426117930986206
48525,0.07396855851142473
15774,0.5664312096676937
49974,0.5401800366587598
35915,0.779378464576361
22371,0.1708111873151194
32024,0.039053084665840176
31117,0.046328435077918444
24326,0.03893807546645668
46301,0.05468178041080945
20018,0.33126081345790925
44343,0.0441400918046458
23709,0.07491253749224985
5757,0.10377562750042105
27303,0.06808048543300352
23773,0.04716566204709715
27398,0.2211620719350358
29813,0.5407548461791393
22053,0.040330697758047616
22505,0.027124644615771448
36240,0.03451724875788616
21753,0.543243832330741
36307,0.04349329313880334
36746,0.6524891144937106
1029,0.13301615926195168
45655,0.027365040873368537
18220,0.027689847112011168
4668,0.22846335593837905
37882,0.050101357043526126
32545,0.04804747386542311
2220,0.05509250947582669
40021,0.06879075812959574
45531,0.1055672104785017
17028,0.04034697209464907
29169,0.029400449232246294
24432,0.7600185874408761
9730,0.06617100485481085
20111,0.7622890383961316
14358,0.6721031425060457
8682,0.07009461058192984
2366,0.047007604349547455
9125,0.047181430549457525
40080,0.051916938127186577
38464,0.04769007638964433
27892,0.030708560176089764
180,0.7428469101353206
18067,0.15304378617015904
20198,0.206810759126786
16102,0.040311429138887356
38484,0.7335396616572335
42338,0.06694606693664192
39783,0.07560547936122099
37814,0.1173244043063868
38303,0.1436933745295212
13433,0.46996084440574243
28538,0.03720848461844414
44256,0.05543356535003184
34152,0.09267325217856288
43296,0.3523896720224166
38725,0.02670442587108337
20555,0.06566615993170016
25932,0.6549574488220941
38127,0.026772748912966486
32226,0.04196346236611121
16535,0.8261163863302685
23929,0.0367199456835303
44026,0.059736874347149194
16477,0.1476266512375319
37325,0.04616029040915953
24958,0.02881812625335819
24681,0.440497053768291
28449,0.041701696330890714
27091,0.12464354810074993
24143,0.04898595279662684
34987,0.03645546563158046
25333,0.047985505499531345
17683,0.044171700332388944
34348,0.03363953485478088
9958,0.030235487295583084
15274,0.09266884265893933
43254,0.027895936814464214
34914,0.7344018503495877
38108,0.8126494744627227
43151,0.04688376368053031
1271,0.054911027293498726
25362,0.05054113138015897
9255,0.05722460473239933
4082,0.06685434424673746
10822,0.3917552842341672
15179,0.031545306737113574
46528,0.035375305155582626
5973,0.12806220172027177
31393,0.047846950478296874
20320,0.06748771511058844
32963,0.04056548303325892
39742,0.04168863640511345
32474,0.05112231614866764
34607,0.09054817730106814
17590,0.14213170951329604
25621,0.5040483337239571
34962,0.06385206390632732
20939,0.029499689184629398
28899,0.11864198952890212
16215,0.21468955554872168
11913,0.1917148610878766
31575,0.1315114729518953
22243,0.02623367197236086
22566,0.04008823008276318
13407,0.06201608208519318
11046,0.1439673496497391
38632,0.6230605762742711
34455,0.09817020674899374
26579,0.2743984544894053
15193,0.14491635996337665
23690,0.10557731575157274
24278,0.026385517974903107
26424,0.047183476024313976
9608,0.24465541330410479
48781,0.0306818420867682
49975,0.5144700704027051
37190,0.03282229987160525
21553,0.3905443071004628
3783,0.3105286647884122
9705,0.19085002225084016
20512,0.05752167693132097
37271,0.4033493888404686
43513,0.059227406208559014
10105,0.03502160432862895
18546,0.1970651979020261
29823,0.3718009722115888
42726,0.03131737095134648
3124,0.6872094882382722
35694,0.32291498619299625
10293,0.045352929170591194
16402,0.04202304818252195
11753,0.7744789025259902
2543,0.2381245446398185
5110,0.24340323190520524
25578,0.05300422690779891
33502,0.07529078228104426
20453,0.04750398075657202
27008,0.04725193124202427
45498,0.14959350620627648
38255,0.030074898844103026
10664,0.551081204730496
37706,0.313150844911628
21513,0.055536563996248935
15807,0.2834551698467031
29769,0.20068720267565898
10065,0.16171864880099676
42708,0.05142204989426124
21986,0.7836988607529113
43308,0.587507874783609
48316,0.09195421518513132
17763,0.6844345209312647
28706,0.4940112079690514
22647,0.20620299782058152
5543,0.6323099185020482
9589,0.03055002658565119
47171,0.06272103165055681
10590,0.08894586144871067
5910,0.23190674871955655
39777,0.0502974088552711
17069,0.6087923363788604
18752,0.13547557912061134
21495,0.04429503249324663
37009,0.07039466616846424
47525,0.7737666287225949
40510,0.5385722307974007
5143,0.3078612700034745
5635,0.7138404445339355
46314,0.08329971226553064
13553,0.7689740832878708
6169,0.14819357662029561
4139,0.136050356770309
31583,0.08946699508913425
4802,0.4958964720187441
35799,0.5473940105260646
43397,0.2598473771358921
23777,0.3891651585715965
28065,0.6494337771938172
4048,0.044566887813785205
8994,0.7015476050664694
19691,0.4654776170239438
26332,0.7994165010424806
25483,0.36690176157181
1908,0.8412156158336601
6537,0.7205310516193035
30547,0.7006629628160834
25971,0.5364155856637859
23474,0.4059365653716565
17267,0.05139411618659303
17810,0.15884546926771245
19839,0.7020617730703755
21419,0.47289960966409045
4955,0.7626129891688914
3428,0.15519711684137744
13829,0.26444239732226515
23460,0.8342792167921709
29912,0.4928793273665568
20545,0.09145376378299755
6009,0.6790611670854109
38351,0.0616122263607655
38877,0.03154902963358026
39434,0.04675536075573309
28021,0.029883488013547732
738,0.046686184729660456
1875,0.032727964392280186
20070,0.28704852643793877
30869,0.4709041479703225
48993,0.05697223435219275
24402,0.2403430584126667
17072,0.045349293310141016
13767,0.31309262266890736
44402,0.7639058012078865
1047,0.7192551490945676
39598,0.044523240996887384
42130,0.37820710359156007
36457,0.05678233094639965
2651,0.03341208679001297
23335,0.7314107109117741
33517,0.7915163551378773
6007,0.7560034256937659
29056,0.14117880187874354
22634,0.31598956682006774
16889,0.41038532440801995
27420,0.16975557889909373
10261,0.5708415441010599
37301,0.16014573732366635
39480,0.8002671835005783
44721,0.36017858481845344
12559,0.5513180276477092
32499,0.22274413575931168
34865,0.03289592854297778
42828,0.7534785492402019
48450,0.03247369893513855
8132,0.029339283765180618
11453,0.07682348928445298
38548,0.35388832332850606
2594,0.03253326503624137
12825,0.03575761006066658
29213,0.14096366714151481
8519,0.03859295395626216
8878,0.028876738474505646
28133,0.03619529152807101
14135,0.03314449388425357
37402,0.12703101960378296
4860,0.7667770497873319
44276,0.032156506690714674
3263,0.5959567541715036
18945,0.030149629389814157
45656,0.05944985911747925
6823,0.3032496365428341
7996,0.03212583936462817
33837,0.04159919061205282
46302,0.052462679399570944
17059,0.08499964728395996
46403,0.4484178012667491
41066,0.28131221621186875
11348,0.04544794402645582
11012,0.027350374470337918
40406,0.7018316989061445
32359,0.623261682727465
14138,0.028034788798223464
36232,0.033961584228389484
32335,0.05281582758077608
26968,0.03785706097850662
28466,0.14607720491782797
46092,0.02888762155233789
2388,0.09625970619091799
38298,0.05424153024573144
48788,0.09888838481270142
48468,0.02763470232665353
19441,0.060289748675942584
26864,0.03523248768734284
10691,0.04117883603668084
12200,0.053901401966605866
42498,0.057845796427927663
17647,0.047308540427583895
25983,0.08925854477698854
2391,0.08356138861567969
35834,0.030152480377165645
31312,0.04125657094821369
11383,0.0532576962367116
7334,0.03208153388105544
19359,0.058816177553519304
17485,0.03281370158780189
36766,0.04268430052064068
49977,0.04415415531929374
25135,0.053823198645608
15197,0.17633793284468463
101,0.09250271392354385
39301,0.08100834615747425
14142,0.03346361958344401
35891,0.45399481973098893
43609,0.4608078666783802
7049,0.030225638712014846
20808,0.06326723558219298
14094,0.04621048867572307
35767,0.7655345629969936
47027,0.03064403264786051
18972,0.41723615536905445
26277,0.0324666446435102
30243,0.0364749499101885
46256,0.05679958398895538
48937,0.024409281256674395
2547,0.38948880340932307
43139,0.03027547211284254
39288,0.02652009924269917
30535,0.029138227998667884
34959,0.03265534076213493
23570,0.0375457487820091
7252,0.1058859289512725
29360,0.03926643822519002
36823,0.7791960999639438
4090,0.03366026622259537
27760,0.25325752746344204
7188,0.06544274046046884
32920,0.07352999587018466
42052,0.05164673695408019
19514,0.13277169187624727
29730,0.12407462354211779
24787,0.04576981472902719
45814,0.07004721976299785
13344,0.11414108398040254
11517,0.10730562387625216
21264,0.23001788893145036
28400,0.03742475228566695
10914,0.192664416206482
25222,0.8345391725324037
2548,0.15777426596907662
37584,0.20996415595580464
45190,0.11188575931777316
35346,0.11253439956891584
46450,0.7808148441791419
39466,0.14431217364829607
32442,0.16411146213280298
24463,0.038393596295060325
31872,0.37767124583574735
15426,0.07209838385948335
45771,0.04923450558195326
3845,0.023940746035763082
21963,0.026964043060278307
59,0.02505797864565152
33565,0.487695427774126
24056,0.02531264653272271
44166,0.1001454495806557
18565,0.14100209494094787
44921,0.03133819465924897
7353,0.13574051428970643
9927,0.03260676269877398
18684,0.07218448630946676
13388,0.09005951801627896
49410,0.05243325643654767
39412,0.7695405282648016
7516,0.05064873978067526
14855,0.045376150902125205
24890,0.09676177326354005
15092,0.052556805009555826
1648,0.614979667968186
4856,0.12676301040033933
3433,0.044243228190180665
40711,0.042759826979014585
48845,0.35918488552298217
5534,0.04450843647211134
19039,0.0271145173798113
15262,0.03443756204975411
3208,0.24488556789367696
29366,0.03826782849577042
16244,0.026967863110247146
25813,0.13835120133726395
12768,0.02951545065262863
43612,0.03275323801923736
481,0.13807794468262366
35940,0.050374747826731923
25745,0.7992319065539578
33057,0.25108238145934514
33787,0.23222248030126216
4991,0.030766168312211933
20307,0.03617258195560292
49676,0.8500351384758291
13465,0.03209019090421295
13801,0.0324608955202229
23225,0.06789240747906387
40347,0.04276430694807172
21829,0.04721345768865656
2657,0.056014775934464016
20621,0.04177731196813826
5214,0.48524190608110757
24656,0.0480020632886995
7589,0.3219226077339086
6741,0.09056382670226476
35106,0.7881104603832726
3224,0.046275984253065325
47730,0.1378558903665523
46843,0.2386559819015244
17060,0.04834033873820434
45352,0.03424050356310718
34755,0.02961528818265567
4662,0.029317800273181236
7998,0.07261650311033901
30042,0.050407523337439336
20762,0.04692977097648734
8784,0.03305726146883584
34565,0.03631610589291487
48945,0.044126795606993174
27382,0.047353529327844125
12551,0.843860286844677
3096,0.03846416376646338
36368,0.03302119578101025
1746,0.07068307404063814
22263,0.028251686243456815
44616,0.02984170597136378
33271,0.14016109903920526
14118,0.07055180258128729
47493,0.10816363519374242
21407,0.030744660363135456
41251,0.02940100966422123
45564,0.05940897871165371
22799,0.034681185647333246
33140,0.05218465527509247
30965,0.042468374340015116
16053,0.06207171159226474
3846,0.798162691667458
21932,0.04372327959836142
4131,0.032802612608652915
16,0.05972280899454658
5917,0.04373709175847938
27271,0.7081689863145187
25409,0.044315985622037694
11301,0.028611678567305586
22399,0.03168276528135498
25174,0.6390386349916144
44337,0.04652983298957624
8111,0.6008360497952143
4502,0.1419422894063135
10918,0.7183019912602713
46641,0.45522204677892064
41413,0.7524399689467243
18041,0.25769635305664323
40523,0.04821053464259448
39265,0.12050314838664622
34817,0.054814602517557626
12679,0.03928866632444925
41466,0.566493991682472
7461,0.7620250521126808
5582,0.7332852269320334
31852,0.03214767262837453
18697,0.11562689897358114
25989,0.13008762302991297
47049,0.03804625267031637
925,0.07138663662419045
21387,0.16438524354689882
33250,0.06356337810242146
37788,0.06866797924129572
25843,0.6518419978097584
40475,0.10152210247568318
7361,0.11877064217550383
3501,0.033563127522687405
56,0.6237004677013042
41594,0.21623255885690243
10145,0.20650615301088107
16982,0.1362967386661221
3286,0.04167887972773044
1454,0.033399226547680454
38862,0.029847631689074214
6498,0.21835220321701185
3151,0.1285659476725447
29431,0.043817755800571796
45441,0.03773975030660395
38614,0.806652200790025
2913,0.05143712035374751
37910,0.07457700204788527
27987,0.040765138292256184
9952,0.39796217889901636
40706,0.05153662578653259
12705,0.03977414620128127
34352,0.050397502499923356
10320,0.7381974781828786
15845,0.04724195970499772
16929,0.060685789248263525
33846,0.7403317247544915
21694,0.07406140764763466
46534,0.0311714868804742
11242,0.26379499933404144
17842,0.06027473655083773
49626,0.6568783558027822
22898,0.7372373457595572
45488,0.027117008934622905
25353,0.05732960216955393
49830,0.037097968447021186
35208,0.03147689272816515
24373,0.07824213256651531
24824,0.029362988091869154
24365,0.045846695048465544
17217,0.03152992867589303
34470,0.035473673879002944
23745,0.03956324583155579
15924,0.0460514306119044
8265,0.08926764581316352
43543,0.08171444308927107
48607,0.036664035935025055
9328,0.06601305766628866
31139,0.5938402318329814
34721,0.030548663737302147
29840,0.036143115613411624
930,0.025700383841445643
24685,0.08581686468543108
3032,0.06521182827334635
11721,0.6102266116066694
6767,0.034284598426412724
25344,0.044433471493219696
7294,0.1428923099801911
41437,0.03478221310941821
14019,0.045820248809836754
28848,0.029237725903644065
26781,0.22925915121207432
1975,0.0752535024095126
10331,0.026800289320604374
8884,0.12263930017934875
46904,0.07307325180463022
22501,0.07700855580108008
16116,0.20764708004208107
32805,0.038040625542004075
35048,0.03810163247034432
19424,0.0285262523334647
24823,0.033266183190470734
38291,0.05283575465438529
22711,0.568878956709245
35978,0.08543500213534673
16259,0.14110172391388492
31396,0.06405940108487802
19001,0.062139027838298014
31633,0.037697522890438595
16055,0.03861195189809087
38686,0.5934378707276075
33472,0.04541907812178786
31331,0.05966979382079546
36502,0.054342360509996523
41536,0.2923464451225669
25212,0.08365042318077534
2556,0.05141068799609147
13671,0.07425155198208025
12017,0.0818968798775255
26436,0.0355433195294898
30121,0.045296663415923
5685,0.6458393941387852
1407,0.059617219443148954
7815,0.06245984870999647
43264,0.05121487821992357
33240,0.0322841116195182
5766,0.8010857023588513
16163,0.0549322847274394
44124,0.25270276517374135
28116,0.20213626600493903
34867,0.6015360534691724
23869,0.6229589648798485
49406,0.378663633831226
35977,0.5123734630921771
43407,0.026871914660247923
29778,0.033232450511142916
32554,0.2420336299535722
4855,0.30692528451521456
45605,0.5763284091320539
25965,0.22528065512048823
24776,0.026572656647392626
44816,0.029349734396760346
35298,0.046932388141649815
31358,0.11068708592890805
27454,0.03771796052369552
35824,0.03255913010118888
49342,0.06929164901229876
4478,0.16569718256804825
21456,0.030316163160749234
46392,0.025708933346782807
41389,0.05331638449183998
48224,0.03665326479800372
9800,0.04833490090228808
18817,0.14569629329698056
11909,0.026374390890612092
44517,0.04816823574871363
22085,0.08668554175525257
1829,0.06810509851973351
6897,0.033719171971715645
47067,0.06233505283969798
46361,0.6012905957333718
4924,0.03935509088225002
39359,0.03673837613461445
46580,0.050625288708621805
29956,0.06370252784753107
18377,0.03819340517168688
21131,0.10141365788556628
10244,0.14716793889361213
15863,0.035973430902529455
4800,0.038595916923310894
47434,0.4173643298391974
28977,0.7437749338778704
47532,0.04058725774578173
28037,0.05991858622542658
28614,0.04063943737382064
10215,0.39599422991740013
24859,0.04786018813665649
24121,0.29737178875227877
45493,0.08746804746032943
40930,0.13639451681813267
23973,0.6612881910558753
213,0.0680328924480061
6983,0.05681627969768516
24955,0.6786173981860683
18803,0.2890809431072268
49755,0.06599673724738063
40945,0.7166245540193035
28527,0.1436529846483717
8197,0.03613044164884121
5112,0.025234294365665485
41964,0.11413399191863284
12002,0.03131764079965336
6485,0.1529795924807888
18714,0.028459983814084617
42590,0.07842127872948032
3538,0.024051190796898245
12983,0.04045233863668845
40398,0.0259038248815801
14814,0.027525184113102716
21191,0.030044177984232253
1592,0.0723464327410184
6320,0.04962243329112951
22550,0.02769693374116227
10040,0.6737280508933243
48207,0.04662148651575315
45810,0.0972507513456378
5452,0.0462408192094623
42135,0.04859992700608187
7712,0.028449642344794263
14166,0.04835643541992438
40390,0.7669568648129609
47820,0.042046070434337196
18822,0.026573843214492906
31413,0.8081020282191245
12030,0.06243367554417526
34218,0.6666404666891441
28427,0.32673077356008373
34271,0.028433171330077726
35119,0.03949267123906774
11923,0.30719546254307845
8270,0.8136847211149931
5648,0.0283629096811631
47066,0.3344155086429683
44987,0.7457677435252189
13352,0.7827485699691706
41326,0.709692879488772
37128,0.3189221670656375
9327,0.05879919114857539
44720,0.7850415433268292
43708,0.06012190495778401
36541,0.10433139350975676
25357,0.7689748873440302
38680,0.07789068133323121
30180,0.06508738192853854
41994,0.024431807980976755
44024,0.38391603112312517
20485,0.03228786446760847
2886,0.05887087291598303
21867,0.03195780174952031
42241,0.0901743924141762
42440,0.1311696678605277
41157,0.043338259515014944
23292,0.8018811510706787
3363,0.02587505653162222
32081,0.03377796112523291
8024,0.1166310721794839
15378,0.05890262831465917
13850,0.5477247944001203
39873,0.0731923601233924
41281,0.0380963949974647
18827,0.09648440984844368
15664,0.04516411439490481
45846,0.7481059285288106
17094,0.6577345860233883
27140,0.16505218069816055
48801,0.03205008195440947
11468,0.4289650414005317
37811,0.818905837396785
38381,0.027345273176761473
1060,0.04534708481748958
39906,0.04742768867724343
3086,0.1564600829453067
45672,0.035951717058741506
27954,0.03472751535360978
9181,0.7106679536932576
46624,0.7597358927033044
6379,0.22335238171021404
33333,0.025181458028967377
12138,0.029129285821030134
43891,0.03554821572871852
42979,0.0778068171209955
37641,0.20740938026642441
17895,0.03598870747579703
45522,0.7315725983641088
12754,0.029030464227276745
45065,0.03615498840873033
32605,0.6716581175235653
45562,0.6141014098000288
25041,0.03703294715779825
45962,0.10147762211881332
16968,0.029283643244458472
25917,0.04051701206036237
46648,0.02504807455185103
37513,0.053999142303231565
27563,0.04828844788513801
48252,0.09464244955786637
5255,0.17264354769443688
9084,0.15231226804204437
48819,0.05094496378971374
4620,0.05064582516332286
12038,0.4721525761412282
33535,0.04878557446171907
41549,0.03132714470180095
40306,0.04215608319512197
29671,0.02472527515435444
21882,0.740156392065786
33799,0.07086388701267017
32498,0.6828058943301171
23027,0.03627217012864172
3321,0.7454501033258727
31137,0.4870705586277753
35805,0.4146339642292454
35934,0.04111835891735418
2993,0.6889952401683497
19605,0.15966815071926765
8732,0.07142443997548217
15310,0.6506042970018238
44,0.8539312578338308
10003,0.14941361228885167
27015,0.6402952188747538
47392,0.041487111232927205
34259,0.05966247411900475
44299,0.09242888368190832
49044,0.08967184794594234
3788,0.025239802008357272
22050,0.8364599633428427
862,0.801225845739446
10804,0.15478970809414588
30055,0.10435457111675475
1558,0.10029654847544765
39999,0.7779152762329608
39321,0.07482368841518282
24049,0.07592155603139486
9599,0.03300053836106069
7128,0.05397760101924762
28034,0.6712523613360442
31482,0.08714566011874855
27258,0.777495800420556
9432,0.6535279823667518
28068,0.02562152404176639
17686,0.08254035867163531
13991,0.03453253764660836
9424,0.03482573908201254
21649,0.27244503232055994
29532,0.03511531049635857
14942,0.02901631633659189
25158,0.03009739192127961
40118,0.03721816199701571
5225,0.030046461140707692
5075,0.642625901853397
4696,0.03333608472835831
16387,0.03160554283505359
36028,0.03156077010081211
47869,0.07826707938247292
13751,0.07343444443630269
39415,0.06769684389296352
15673,0.0651063038518561
25320,0.03653381960404289
10357,0.029596709553806094
31007,0.6014773598849991
41616,0.029175208629333215
7472,0.04407365636061151
22489,0.0560268362061569
4443,0.07945198881928499
42276,0.03718187639872794
16911,0.16214734755142854
19526,0.030411697122808258
24727,0.2840813236352196
25751,0.04941377563885578
43811,0.03666882351688726
46728,0.03778986430840761
11132,0.03087462493506276
25651,0.04224362763954007
31781,0.080669307205473
14489,0.05103202817402622
48158,0.04167458400594298
111,0.024972160857943404
47083,0.02933289755327036
29988,0.0821598685755078
1674,0.037633458390592414
43865,0.02796898861331175
21549,0.040086123021056
326,0.36032884047357533
49244,0.03904135483869106
13587,0.06237640439999903
49176,0.024537859387685913
7933,0.13876316099423855
7794,0.023829641358544935
5771,0.03296224459323818
36167,0.050549292010489716
34267,0.06583588016738678
857,0.061787892638218975
6350,0.031287558410706316
1799,0.036107774559756445
1285,0.03915359266817978
9726,0.19450727810316298
40189,0.024380771641510576
44933,0.027781689225786187
2411,0.04609473782957113
6171,0.40072511915723424
35281,0.1187884373525626
26340,0.03794338891305299
16023,0.02577236685501459
2874,0.031299747524873
49024,0.05192078111410995
45609,0.09112715639999733
15561,0.08726333439219706
42655,0.03486705885649195
10011,0.7642737587889331
40199,0.18604661621913002
47158,0.05430094836281475
28358,0.1841417462398925
16442,0.7971077552736241
1470,0.031612096703799525
20918,0.03688550649493591
43421,0.1194206003800604
20648,0.3097942682674646
28451,0.43095910197089954
642,0.4034457988844043
37836,0.045162459848229794
23990,0.025059780855084684
27867,0.04776903851145422
7752,0.13296959357341145
17698,0.04585586757786181
10456,0.026579021977161336
28951,0.04211588638119002
31332,0.05801112044625935
3178,0.28566350924836253
15330,0.05936740207474739
41427,0.04380436495676326
4351,0.035348132056597786
31283,0.14023567888079672
22377,0.03263296864790286
8528,0.06346391749699963
47374,0.04895421445305931
46800,0.5550442664415907
5041,0.040282967793884926
13211,0.7765856072544041
42400,0.22464237153423544
46995,0.057001760962656314
45473,0.543082652722641
40984,0.7359980999859929
38073,0.41894975714765786
13555,0.1108301179685831
25051,0.16453888433765257
11696,0.09064143911932102
6676,0.12657091149853733
23091,0.7482920824864956
18345,0.027374573976795928
33044,0.8157689716319954
28453,0.8034171808785139
7065,0.04906440714526764
7018,0.7424337254257893
2945,0.04106329890210247
8852,0.5528191716218458
30006,0.11259899490701784
47813,0.7426482485038113
34232,0.05394249945236502
44500,0.043295446090494516
16501,0.0489129631457397
10808,0.08367542848283199
44176,0.07123411358295262
32830,0.6379207531786967
17324,0.03758361938726304
14808,0.05431330243630211
35542,0.6748650960559166
20407,0.07939261017038182
40507,0.15319840776731092
48110,0.4658034623553355
20175,0.32961954704425184
49367,0.18524973591138005
32484,0.25398063991912173
18103,0.25351413220346475
48138,0.5414118250247283
47111,0.7321073920034032
22041,0.041969846474528234
35222,0.032705760926661734
26597,0.031094603653022697
37954,0.05714704936627835
39660,0.2888026056239658
25572,0.04774645736027744
20864,0.042676267564751263
49616,0.03772681708054191
47589,0.05180980956710826
47888,0.17515773423310352
4918,0.27822474731663027
27582,0.0634704736452846
