id,profit
5195,2.312454240823886
6540,-4.419932488048983
3606,1.2501753556498638
8514,3.932833212474863
6893,3.756111773887951
1936,-32.7624379993016
1593,-37.77923237354673
8245,10.20849540361762
4178,-145.8190110609186
3369,-3.7675460645817953
5672,16.388778798360402
2238,9.79198911215166
4681,10.24964884187668
1340,-202.7282030365161
8973,14.437456496738086
8153,94.86155775779713
6162,13.971855803834037
7671,2291.761652352865
1506,72.73916318621563
2606,27.301825657502597
8515,18.404032535455507
2373,-10.498771581327485
8749,-6.504222922038407
8065,3.388662614468563
634,-25.655063307755704
6431,190.6955329614217
9867,13.617922362213687
4724,-4.077285616812542
6604,16.507288247945326
2870,10.40590366652133
6519,16.188106109135482
9438,5.436221980958835
1333,38.02235072871243
138,56.23275150194147
3265,29.858629199004383
8121,5.438123864302403
8082,23.334103048485332
690,-1296.302099530283
4321,1.7362153751517875
2980,1.9685318309545998
6667,482.83637056683267
870,10.142287670380243
150,40.35806194017519
2372,19.217494053434084
216,1.7359983823536673
3558,-43.50017723264345
4473,0.1368994978819913
8085,30.846696209450815
8769,-6.050894126789837
9182,184.20314287431805
4582,16.863670668189364
3867,145.43421684596314
7818,33.00306046143062
6693,81.6053392827695
7197,-12.934659076390794
285,-68.62318690173701
1196,26.828388989782933
355,-38.11891359129851
3765,498.3855090088482
8511,-30.82233057717358
2056,5.5415604978703445
6241,8.83257838123816
654,-2.837644788184983
5485,3.476528082561247
133,18.451683704343097
927,282.06328359325056
670,-25.945801102874995
6310,-395.0806904612155
5047,141.50390208605654
59,16.11311888978817
1030,18.781405093801098
933,-8.041261129682914
6244,-5.885026361809079
2493,18.549800599672597
3981,-5.985383179527771
5518,5.758610028534619
1900,50.87610761920455
8182,18.227834509290282
3562,34.91607402961179
966,2.5228190112179742
9328,-170.2265901297401
9562,3.130398095531733
7212,10.410679130870195
1453,20.475714003541842
455,9.617458410414352
8391,19.493957449865782
2361,1.5438978526156522
8089,11.098049391860107
9459,-114.82304181837179
9168,22.875320602315405
5615,-893.8114087751596
6116,133.29145888935216
8483,101.6207283103398
1063,12.166766618999123
1541,11.432191575217656
1930,-21.470758314675876
5946,6.509927596081507
1919,-117.48242705035165
9960,32.266362903742014
12,30.05114276296079
8200,49.24791466328047
1972,11.772315764268427
6069,-13.305025539305444
9514,-4.97618336527858
3605,-78.53896614195374
2065,59.69588259711534
4602,-10.943281541481136
5640,9.726356690211656
6387,13.985391567529224
643,-190.24773981835742
577,5.411362830031575
5986,1.9397031837295593
9429,-5.014882335053381
4816,6.616458230777258
8014,51.83789917189818
6691,8.273986475387632
4260,52.88012168864229
4932,6.413942160987723
9952,78.20811295458545
5423,-4.089834140518501
153,6.817232553346964
2898,57.317993847752895
710,0.547264902245681
6995,-0.4166661072968596
8389,-3.821747389371403
4975,-0.6750677056832508
4208,-74.57691824256077
4967,32.45780913114989
7831,6.792670182241514
8338,-14.082958376442132
5556,-34.032364862994186
567,-36.95825394369916
7201,13.626236189792822
8994,11.595617890964906
8979,13.999379045641414
7978,13.534622630203232
5463,-92.1763593447987
6064,39.2058416744394
9359,-12.031653955002342
2347,-5.814563846334078
1629,222.2133234217252
6625,5.543956428424706
9475,15.427020490297775
8229,-0.6332536895927321
5684,-1.3836604820931573
1982,-1.3015237651191027
7683,82.00481622507448
2295,-165.93562561830873
1497,38.84162382803482
9907,-15.488939713030131
7397,-104.24323555793258
8955,-69.6021013255029
6308,-14.678192454633944
3489,40.98989649237466
2726,-8.900337106873494
903,145.05632292656185
802,718.9796944354514
1789,-4.005211276731405
6416,8.023982586612386
8660,5.186176007642352
6373,3.217925747424445
4771,-17.035172283684197
7994,14.034620970607678
7851,10.983617770733398
782,-318.1050144373324
4498,10.262518017405709
1261,9.60892536971791
8222,43.62576656525427
3546,3.0952300867311937
1114,9.79253714910816
862,-18.41997322886994
9309,10.387715519347651
2395,28.896899105621237
876,26.3419658899833
6238,3.5759224145784723
1330,-28.68108502730157
7655,-121.50112931083413
9517,-1.8916991833821832
6246,-10.886754181278055
5603,-5.870860660288413
5700,10.279808324903449
6795,-173.7794651044129
7749,23.71162168177314
8638,-15.409702251980825
322,-105.03469884060962
198,-6.942768351413428
1125,13.241076129922348
4052,-29.912772815356647
8944,-21.100865958073893
1147,-163.81974825442097
2532,26.075323141597394
4109,702.190188906501
9163,-3.6125257419559986
6227,8.071941079322242
1524,290.8700347765237
9787,20.821283973372132
4168,-24.15305174873999
6766,38.980068668103144
3350,23.37940711369544
4192,-32.896174934584664
7808,-14.64144795854758
2289,-42.30368527751452
8962,4.084829748796288
2854,0.42813848844040514
9410,-2.5894240703609164
469,-125.08155585803217
8772,7.111286680268069
7988,8.760704939222832
2650,0.756955208215091
6087,-3.098559348471226
4819,19.565126654348344
1772,-4.578534316599999
3278,239.83645753885705
1968,-12.610851849027522
8207,7.423072443705752
8456,-13.461223643352145
7439,43.549145761980434
2202,-620.9243046728502
6951,-5.856014623970971
4634,-10.932477713953975
4085,-6.608731676157986
2351,15.208140472502429
3615,3.5430964418634616
2456,4.3539425779970085
2933,-290.0145029037475
7330,37.30729095275019
2275,-5.072036082434803
3861,-4.645165577784129
951,17.71371892388695
5032,-43.16557841075597
2682,51.411093044450844
2727,21.16755656251614
4199,3.2086100802733224
7139,-216.1022633063332
3530,327.87294112335223
7137,-9.932212639357402
2259,4.188614506039523
336,-127.45266585393689
5222,2.8135107691313053
3995,229.45568492625532
8492,14.564374284871244
623,5.236512312611652
3180,-53.72350395388763
7019,5.3899440906208556
7497,-37.364405630915584
6936,15.561599068653464
6884,6.580918461498246
2959,7.865253760259156
3247,-0.20476350727310688
1535,8.487507367137859
3899,-75.54654464975783
4850,-17.976058168702014
4367,23.80061995160965
725,-615.3602197986498
7325,27.041791491745478
6737,-197.90107514578665
3523,-0.6346949488696101
3708,4.176767745322552
9756,-153.32759832358468
4165,7.902801481249234
4561,32.34719642833143
9538,7.667335847525997
6126,-12.297313201953077
7643,16.575123782768575
6913,14.907112638013412
6978,-0.8504120718509096
9715,-0.8297126305407225
2783,-32.423616515695805
3971,-292.64233235581355
8372,-4.102942295820378
7666,2.8913097419712397
5829,117.96224926597934
8771,85.13271514819242
4271,14.174280811435603
